strain	date	S1_mutations	clade_membership	country	current_frequency	division	emerging_lineage	epiweek	genbank_accession	host	pango_lineage	recency	region	url	author	accession	originating_lab	submitting_lab	logistic_growth
England/HSLL-18B254F/2021	2021-07-08	8.00	21A (Delta)	United Kingdom	0.00	England	B.1.617.2 (Delta)	202127	OU432971	Homo sapiens	AY.4	Older	Europe		Health Services et al				3.54
England/ALDP-16105F6/2021	2021-06-01	8.00	21A (Delta)	United Kingdom		England	B.1.617.2 (Delta)	202122	OU311845	Homo sapiens	AY.4	Older	Europe		Wynn et al B				
England/MILK-19510D7/2021	2021-07-14	8.00	21A (Delta)	United Kingdom	0.00	England	B.1.617.2 (Delta)	202128	OU457045	Homo sapiens	AY.4	Older	Europe		The Lighthouse Lab in Milton et al B				3.54
England/ALDP-1B0B483/2021	2021-08-05	8.00	21A (Delta)	United Kingdom	0.00	England	B.1.617.2 (Delta)	202131	OU541899	Homo sapiens	B.1.617.2	One week ago	Europe		Wynn et al B				3.54
Switzerland/VD-ETHZ-33429780/2021	2021-07-07	8.00	21A (Delta)	Switzerland	0.00	Vaud	B.1.617.2 (Delta)	202127	OU578469	Homo sapiens	AY.4	3-7 days ago	Europe		? BM				3.54
OU398738	2021-06-26	8.00	21A (Delta)	Germany	0.00	Bavaria	B.1.617.2 (Delta)	202125	OU398738	Homo sapiens	AY.4	Older	Europe		? C				3.54
England/MILK-1BE1368/2021	2021-08-16	8.00	21A (Delta)	United Kingdom	0.01	England	B.1.617.2 (Delta)	202133	OU581675	Homo sapiens	B.1.617.2	3-7 days ago	Europe		The Lighthouse Lab in Milton et al B				3.54
ZAF/R03006/2020	2020-03-07	1.00	20A	South Africa		KwaZulu-Natal		202010	MT324062	Homo sapiens	B.1	Older	Africa		Allam et al				
AUS/VIC1000/2020	2020-03-31	1.00	20A	Australia		Victoria		202014	MT451684	Homo sapiens	B.1.23	Older	Oceania		Seemann et al Q		Victorian Infectious Diseases Reference Laboratory (VIDRL)	The Peter Doherty Institute for Infection and Immunity	
NZL/20VR1901/2020	2020-04-02	1.00	20A	New Zealand		New Zealand		202014	MZ332064	Homo sapiens	B.1.23	Older	Oceania		Geoghegan et al Z			Institute of Environmental Science and Research	
AUS/VIC983/2020	2020-03-30	1.00	20A	Australia		Victoria		202014	MT451668	Homo sapiens	B.1.23	Older	Oceania		Seemann et al R		Victorian Infectious Diseases Reference Laboratory (VIDRL)	The Peter Doherty Institute for Infection and Immunity	
Switzerland/AG-SNRCI-29940361/2020	2020-02-27	1.00	20A	Switzerland		Aargau		202009	FR993306	Homo sapiens	B.1	Older	Europe		? BN				
ITA/78955/2020	2020-03-04	1.00	20A	Italy		Italy		202010	MT483874	Homo sapiens	B.1	Older	Europe		Bagnarelli et al A				
Netherlands/ZuidHolland_155/2020	2020-04-27	1.00	20A	Netherlands		Netherlands		202018	LR883825	Homo sapiens	B.1.96	Older	Europe		Oude Munnink et al B			EBI	
PER/covper091/2020	2020-03-17	2.00	20A	Peru		Peru		202012	MW030227	Homo sapiens	B.1.205	Older	South America		Juscamayta et al D				
PER/covper048/2020	2020-06-24	2.00	20A	Peru		Peru		202026	MW030279	Homo sapiens	B.1.205	Older	South America		Juscamayta et al E				
PER/covper023/2020	2020-07-04	2.00	20A	Peru		Peru		202027	MW030254	Homo sapiens	B.1.205	Older	South America		Juscamayta et al F				
PER/covper012/2020	2020-07-04	1.00	20A	Peru		Peru		202027	MW030243	Homo sapiens	B.1	Older	South America		Juscamayta et al G				
ITA/73696/2020	2020-02-28	1.00	20A	Italy		Italy		202009	MT483875	Homo sapiens	B.1	Older	Europe		Bagnarelli et al B				
KAZ/NCB-2/2020	2020-03-20	1.00	20A	Kazakhstan		Kazakhstan		202012	MT428552	Homo sapiens	B.1	Older	Asia		Shevtsov et al				
PER/covper084/2020	2020-03-11	1.00	20A	Peru		Peru		202011	MW030220	Homo sapiens	B.1	Older	South America		Juscamayta et al H				
PER/covper052/2020	2020-04-01	1.00	20A	Peru		Peru		202014	MW030196	Homo sapiens	B.1	Older	South America		Juscamayta et al I				
Iceland/746/2020	2020-04-07	1.00	20A	Iceland		Iceland		202015	OU183069	Homo sapiens	B.1	Older	Europe		Jonsson et al E				
CHL/Santiago-PUC_MVL_0068/2020	2020-03-25	1.00	20A	Chile		Chile		202013	MW365150	Homo sapiens	B.1	Older	South America		Direct Submission et al D				
ARG/Cordoba-189-251/2020	2020-05-16	1.00	20A	Argentina		Argentina		202020	MW553299	Homo sapiens	B.1	Older	South America		Direct Submission et al E				
ARG/Cordoba-12712-61/2020	2020-06-04	1.00	20A	Argentina		Argentina		202023	MW553313	Homo sapiens	B.1	Older	South America		Direct Submission et al F				
ARG/Cordoba-12873-61/2020	2020-06-04	1.00	20A	Argentina		Argentina		202023	MW553305	Homo sapiens	B.1	Older	South America		Direct Submission et al G				
ARG/Cordoba-11859-61/2020	2020-06-04	1.00	20A	Argentina		Argentina		202023	MW553307	Homo sapiens	B.1	Older	South America		Direct Submission et al H				
ARG/Cordoba-160-148/2020	2020-06-04	1.00	20A	Argentina		Argentina		202023	MW553310	Homo sapiens	B.1	Older	South America		Direct Submission et al I				
ARG/Cordoba-11499-61/2020	2020-06-04	1.00	20A	Argentina		Argentina		202023	MW553316	Homo sapiens	B.1	Older	South America		Direct Submission et al J				
ARG/Cordoba-11419-61/2020	2020-06-04	1.00	20A	Argentina		Argentina		202023	MW553297	Homo sapiens	B.1	Older	South America		Direct Submission et al K				
ARG/Cordoba-12713-61/2020	2020-06-04	1.00	20A	Argentina		Argentina		202023	MW553318	Homo sapiens	B.1	Older	South America		Direct Submission et al L				
RUS/5473/2020	2020-08-11	7.00	20A	Russia		Saratov		202033	MW332241	Homo sapiens	B.1	Older	Europe		Krasnov et al C				
Netherlands/NA_415/2020	2020-03-25	1.00	20A	Netherlands		Netherlands		202013	LR883298	Homo sapiens	B.1.190	Older	Europe		Oude Munnink et al C			EBI	
LR884119	2020-05-13	1.00	20A	Spain		Spain		202020	LR884119	Homo sapiens	B.1	Older	Europe		Viedma et al C		Hospital Universitario La Paz	EBI	
VEN/17M/2020	2020-03-15	1.00	20A	Venezuela		Venezuela		202012	MT907519	Homo sapiens	B.1.234	Older	South America		Loureiro et al D				
AUS/VIC195/2020	2020-03-19	1.00	20A	Australia		Victoria		202012	MT451097	Homo sapiens	B.1	Older	Oceania		Seemann et al S		Victorian Infectious Diseases Reference Laboratory (VIDRL)	The Peter Doherty Institute for Infection and Immunity	
MAR/Morocco_HMIMV_279CC/2020	2020-07-01	2.00	20A	Morocco		Morocco		202027	MW582699	Homo sapiens	B.1	Older	Africa		Touil et al				
ITA/CB543/2020	2020-12-10	3.00	20A	Italy		Abruzzo		202050	MW423685	Homo sapiens	B.1.258	Older	Europe		Ferrante et al				
France/GES-42427767/2020	2020-09-06	3.00	20A	France		Grand Est		202037	OU280756	Homo sapiens	B.1.258	Older	Europe		? BO				
Liechtenstein/UHB-4168696501/2020	2020-11-16	4.00	20A	Liechtenstein		Mauren		202047	OU282399	Homo sapiens	B.1.258.17	Older	Europe		? BP				
Liechtenstein/UHB-0697495800/2020	2020-10-24	3.00	20A	Liechtenstein		Schaan		202043	OU281847	Homo sapiens	B.1.258	Older	Europe		? BQ				
Liechtenstein/UHB-0717815300/2020	2020-12-28	3.00	20A	Liechtenstein		Mauren		202053	OU282905	Homo sapiens	B.1.258	Older	Europe		? BR				
Switzerland/BL-ETHZ-461545/2021	2021-01-21	3.00	20A	Switzerland		Basel-Land		202103	OE996068	Homo sapiens	B.1.258	Older	Europe		? BS				
Iceland/4152/2020	2020-10-25	3.00	20A	Iceland		Iceland		202044	OU165314	Homo sapiens	B.1.258	Older	Europe		Jonsson et al F				
OU026858	2021-02-06	3.00	20A	Poland		Slaskie		202105	OU026858	Homo sapiens	B.1.258	Older	Europe		? H				
Estonia/Cov2342/2020	2020-11-01	3.00	20A	Estonia		Estonia		202045	OU278694	Homo sapiens	B.1.258	Older	Europe		Avi et al B				
Estonia/Cov7259/2021	2021-01-01	3.00	20A	Estonia		Estonia		202053	OU278412	Homo sapiens	B.1.258	Older	Europe		Avi et al C				
AUS/QLD935/2020	2020-03-25	1.00	20A	Australia		Australia		202013	MZ410587	Homo sapiens	B.1	Older	Oceania		Parry et al B				
LR884018	2020-04-03	1.00	20A	Spain		Spain		202014	LR884018	Homo sapiens	B.1	Older	Europe		Viedma et al D		Hospital Universitario12 de Octubre	EBI	
CHL/Santiago-PUC_MVL_0269/2020	2020-04-30	1.00	20A	Chile		Chile		202018	MW365080	Homo sapiens	B.1	Older	South America		Direct Submission et al M				
CHL/Santiago-PUC_MVL_0483/2020	2020-05-14	1.00	20A	Chile		Chile		202020	MW365457	Homo sapiens	B.1	Older	South America		Direct Submission et al N				
USA/AK-PHL346/2020	2020-05-27	1.00	20A	USA		Alaska		202022	MT946884	Homo sapiens	B.1.181	Older	North America		DeRonde et al D				
AUS/NT19/2020	2020-03-25	1.00	20A	Australia		Northern Territory		202013	MT641663	Homo sapiens	B.1	Older	Oceania		Caly et al AJ		Royal Darwin Hospital Pathology	The Peter Doherty Institute for Infection and Immunity	
Dog/ESP/EPI/2020	2020-09-26	4.00	20A	Spain		Spain		202039	MZ902042	Canis lupus familiaris	B.1	3-7 days ago	Europe		Barroso-Arevalo et al A				
CHL/Santiago-PUC_MVL_0210/2020	2020-04-25	1.00	20A	Chile		Chile		202017	MW365095	Homo sapiens	B.1	Older	South America		Direct Submission et al O				
CHL/Santiago-PUC_MVL_0202/2020	2020-04-25	1.00	20A	Chile		Chile		202017	MW365123	Homo sapiens	B.1	Older	South America		Direct Submission et al P				
USA/VA_NIDDL_21711/2020	2020-09-03	1.00	20A	USA		Virginia		202036	MW976926	Homo sapiens	B.1	Older	North America		Voegtly et al B				
USA/UT-CDC-STM-000003176/2021	2021-01-14	2.00	20A	USA		Utah		202102	MW586024	Homo sapiens	B.1.561	Older	North America		Cook et al M				
USA/UT-CDC-2-4084846/2020	2020-12-31	2.00	20A	USA		Utah		202053	MW708451	Homo sapiens	B.1.234	Older	North America		Queen et al L				
USA/TX-DSHS-5118/2020	2020-08-24	1.00	20A	USA		Texas		202035	MW897429	Homo sapiens	B.1.234	Older	North America		Pokharel et al C				
USA/TX-DSHS-0719/2020	2020-09-10	1.00	20A	USA		Texas		202037	MW093549	Homo sapiens	B.1.234	Older	North America		Tuladhar et al		Texas Department of State Health Services	Texas Department of State Health Services-SARS-CoV-2 submission group	
USA/LA-BIE-PBR231/2020	2020-07-18	1.00	20A	USA		Louisiana		202029	MZ367262	Homo sapiens	B.1.243	Older	North America		Lamers et al B				
USA/Oklahoma-ADDL-1/2020	2020-04-10	1.00	20A	USA		Oklahoma		202015	MT998442	Homo sapiens	B.1.243	Older	North America		Narayanan et al				
MZ664038	2020-08-25	2.00	20A	USA		Hawaii		202035	MZ664038	Homo sapiens	B.1.243	Older	North America		Maison et al A				
MZ664037	2020-08-07	2.00	20A	USA		Hawaii		202032	MZ664037	Homo sapiens	B.1.243	Older	North America		Maison et al B				
USA/PA-CDC-2-4058097/2020	2020-11-18	2.00	20A	USA		Pennsylvania		202047	MW550420	Homo sapiens	B.1.243	Older	North America		Queen et al M				
USA/DE-CDC-2-4069004/2020	2020-12-29	2.00	20A	USA		Delaware		202053	MW708971	Homo sapiens	B.1.243	Older	North America		Queen et al N				
BLR/Sars-Cov-2isolate724GomelBelarus/2021	2021-02-26	2.00	20A	Belarus		Belarus		202108	MW674675	Homo sapiens	B.1.243	Older	Europe		Stoma et al				
Switzerland/BS-UHB-65255924/2020	2020-08-17	1.00	20A	Switzerland		Basel-Stadt		202034	OU280462	Homo sapiens	B.1.236	Older	Europe		? BT				
USA/CA-CZB-12333/2020	2020-10-08	2.00	20A	USA		California		202041	MW306321	Homo sapiens	B.1.399	Older	North America		Bhatt et al A		Santa Clara County Public Health Laboratory	Chan Zuckerberg Biohub	
USA/NV-CDC-2-3714100/2020	2020-12-04	1.00	20A	USA		Nevada		202049	MW495993	Homo sapiens	B.1	Older	North America		Queen et al O				
USA/WA-S4669/2020	2020-11-11	1.00	20A	USA		Washington		202046	MW685631	Homo sapiens	B.1.232	Older	North America		Nickerson et al F				
USA/NJ-CDC-2-3714252/2020	2020-11-17	1.00	20A	USA		New Jersey		202047	MW495984	Homo sapiens	B.1.409	Older	North America		Queen et al P				
USA/OSPHL01509/2020	2020-08-10	2.00	20A	USA		Oregon		202033	MZ682264	Homo sapiens	B.1	One month ago	North America		Razzaque et al				
MEX/CICESE-BC5/2020	2020-09-21	1.00	20A	Mexico		Mexico		202039	MW595908	Homo sapiens	B.1.397	Older	North America		Cervantes-Luevano et al				
USA/DC-DFS-PHL-0270/2020	2020-09-21	1.00	20A	USA		Washington DC		202039	MZ487723	Homo sapiens	B.1.240	Older	North America		Nguyen et al F				
USA/AK-PHL977/2020	2020-07-08	1.00	20A	USA		Alaska		202028	MZ246450	Homo sapiens	B.1.240	Older	North America		DeRonde et al E				
USA/AK-PHL2587/2020	2020-08-01	1.00	20A	USA		Alaska		202031	MZ246451	Homo sapiens	B.1.240	Older	North America		DeRonde et al F				
USA/ME-CDC-LC0006139/2021	2021-01-16	1.00	20A	USA		Maine		202102	MW636492	Homo sapiens	B.1.240	Older	North America		Cook et al N				
USA/OK-CDC-LC0003063/2021	2021-01-09	2.00	20A	USA		Oklahoma		202101	MW984801	Homo sapiens	B.1.240	Older	North America		Howard et al DS				
FIN/FIN-25-VE6-H10/2020	2020-02-25	1.00	20A	Finland		Finland		202009	MW717675	Homo sapiens	B.1	Older	Europe		Smura et al B				
POL/IHG_PAS_20_2796/2021	2021-01-14	1.00	20A	Poland		Poland		202102	MZ047287	Homo sapiens	B.1.88.1	Older	Europe		Hryhorowicz et al				
UGA/MAKCHScov19/2020	2020-10-22	1.00	20A	Uganda		Uganda		202043	MZ287360	Homo sapiens	B.1.214	Older	Africa		Mwesigwa et al I				
MYS/UMP5371/2021	2021-04-01	1.00	20A	Malaysia		Malaysia		202113	MZ506834	Homo sapiens	B.1.524	Older	Asia		Ahmad et al E				
USA/MI-QDX-4516/2020	2020-10-08	1.00	20B	USA		Michigan		202041	MW566517	Homo sapiens	B.1.1.337	Older	North America		Rosenthal et al P				
RUS/3573/2020	2020-05-02	1.00	20B	Russia		Saratov		202018	MW332235	Homo sapiens	B.1.1.424	Older	Europe		Krasnov et al D				
PER/Peru-10/2020	2020-03-10	1.00	20B	Peru		Peru		202011	MT263074	Homo sapiens	B.1.1	Older	South America		Padilla-Rojas et al A				
NGA/NG57839/2020	2020-03-22	1.00	20B	Nigeria		Nigeria		202013	MT994707	Homo sapiens	B.1.1.487	Older	Africa		Shaibu et al				
VEN/8LR/2020	2020-03-18	1.00	20B	Venezuela		Venezuela		202012	MT907517	Homo sapiens	B.60	Older	South America		Loureiro et al E				
ZMB/29/2020	2020-03-16	1.00	20B	Zambia		Zambia		202012	MT790522	Homo sapiens	B.1.1	Older	Africa		Simulundu et al				
USA/TG724107/2020	2020-04-25	1.00	20B	USA		Arizona		202017	MZ906121	Homo sapiens	B.1.1.98	3-7 days ago	North America		Bowers et al				
GIN/C3/2020	2020-06-14	1.00	20B	Guinea		Guinea		202025	MZ604340	Homo sapiens	B.1.1	Older	Africa		Krasnov et al E				
LR963381	2020-05-01	1.00	20B	Zimbabwe		Zimbabwe		202018	LR963381	Homo sapiens	B.1.1.111	Older	Africa		Alikhan et al E				
LR963399	2020-05-01	1.00	20B	Zimbabwe		Zimbabwe		202018	LR963399	Homo sapiens	B.1.1.111	Older	Africa		Alikhan et al F				
MW294007	2020-07-20	2.00	20B	Ecuador		Ecuador		202030	MW294007	Homo sapiens	B.1.1.203	Older	South America		Sevillano et al A		Zurita & Zurita Laboratorios	Zurita & Zurita Laboratorios	
MW294011	2020-10-26		20B	Ecuador		Ecuador		202044	MW294011	Homo sapiens	B.1.1	Older	South America		Sevillano et al B		Zurita & Zurita Laboratorios	Zurita & Zurita Laboratorios	
MW342706	2020-03-23	1.00	20B	Ecuador		Ecuador		202013	MW342706	Homo sapiens	B.1	Older	South America		Sevillano et al C		Zurita & Zurita Laboratorios	Zurita & Zurita Laboratorios	
MW342708	2020-04-30		20B	Ecuador		Ecuador		202018	MW342708	Homo sapiens	B.1.1.231	Older	South America		Sevillano et al D		Zurita & Zurita Laboratorios	Zurita & Zurita Laboratorios	
LR877186	2020-04-26	1.00	20B	Sweden		Stockholm		202018	LR877186	Homo sapiens	B.1.1	Older	Europe		Soratto A T et al		Karolinska University Hospital	EBI	
AUS/VIC1786/2020	2020-05-27	1.00	20B	Australia		Victoria		202022	MT612326	Homo sapiens	B.1.1.254	Older	Oceania		Caly et al AK		Victorian Infectious Diseases Reference Laboratory (VIDRL)	The Peter Doherty Institute for Infection and Immunity	
ISR/hCov-19-Israel-CVL-n896/2020	2020-02-27	1.00	20B	Israel		Israel		202009	MW672632	Homo sapiens	B.1.1	Older	Asia		Zuckerman et al D				
BHR/090000572_S16_L001/2020	2020-05-31	1.00	20B	Bahrain		Bahrain		202023	MW228280	Homo sapiens	B.1.1.306	Older	Asia		AlWasti et al C				
BGD/GRBL_S11/2020	2020-09-05	2.00	20B	Bangladesh		Dhaka		202036	MW532100	Homo sapiens	B.1.1.25	Older	Asia		Jamiruddin et al A		Nihad Adnan	Gonoshasthaya-RNA Molecular Diagnostics and Research Center	
PER/un-CDC-3958248-001/2020	2020-08-19	1.00	20B	Peru		Peru		202034	MZ323728	Homo sapiens	B.1.1	Older	South America		Kelleher et al A				
PER/un-CDC-4033331-001/2020	2020-10-05	2.00	20B	Peru		Peru		202041	MZ323734	Homo sapiens	B.1	Older	South America		Kelleher et al B				
MAR/15N/2020	2020-05-15	1.00	20B	Morocco		Casablanca		202020	MT568645	Homo sapiens	B.1.1	Older	Africa		Jouali et al				
PER/covper064/2020	2020-03-16	1.00	20B	Peru		Peru		202012	MW030204	Homo sapiens	B.1.1	Older	South America		Juscamayta et al J				
PAK/SARS-CoV-2_131/2020	2020-03-30	1.00	20B	Pakistan		Punjab PK		202014	MW422112	Homo sapiens	B.1.1	Older	Asia		Badar et al C				
Switzerland/BS-UHB-42375489/2020	2020-07-31	1.00	20B	Switzerland		Basel-Stadt		202031	OU280568	Homo sapiens	B.1.1.47	Older	Europe		? BU				
Japan/Donner279/2020	2020-09-16	1.00	20B	Japan		Kanto		202038	BS000951	Homo sapiens	B.1.1.214	Older	Asia		Kosaki et al A				
Japan/Donner155/2020	2020-12-10	1.00	20B	Japan		Kanto		202050	BS000831	Homo sapiens	B.1.1.214	Older	Asia		Kosaki et al B				
Japan/Donner257/2020	2020-03-21	1.00	20B	Japan		Kanto		202012	BS000929	Homo sapiens	B.1.1.214	Older	Asia		Kosaki et al C				
Japan/Donner145/2020	2020-11-24	1.00	20B	Japan		Kanto		202048	BS000821	Homo sapiens	B.1.1.214	Older	Asia		Kosaki et al D				
Japan/Donner387/2021	2021-01-13	2.00	20B	Japan		Kanto		202102	BS001055	Homo sapiens	B.1.1.214	Older	Asia		Kosaki et al E				
LC594648	2020-07-27	1.00	20B	Japan		Japan		202031	LC594648	Homo sapiens	B.1.1.284	Older	Asia		Ko et al				
Japan/Donner83/2020	2020-08-04	2.00	20B	Japan		Kanto		202032	BS000761	Homo sapiens	B.1.1.284	Older	Asia		Kosaki et al F				
Japan/Donner125/2020	2020-10-07	2.00	20B	Japan		Kanto		202041	BS000801	Homo sapiens	B.1.1.284	Older	Asia		Kosaki et al G				
LBN/LB-R9/2020	2020-03-18	1.00	20B	Lebanon		Lebanon		202012	MT801001	Homo sapiens	B.1.1	Older	Asia		Abdallah et al				
CHL/Buin-PUC_MVL_0294/2020	2020-05-05	1.00	20B	Chile		Chile		202019	MW365069	Homo sapiens	B.1.1	Older	South America		Direct Submission et al Q				
ISR/NH_M1_0614/2020	2020-06-14	1.00	20B	Israel		Israel		202025	MW228070	Homo sapiens	B.1.1.50	Older	Asia		Zaide et al B				
MW737836	2020-11-30	1.00	20B	Palestine		Nablus		202049	MW737836	Homo sapiens	B.1.1.50	Older	Asia		Ereqat et al				
WestBank/AAS46/2021	2021-01-05	1.00	20B	Palestine		Ramallah and al-Bireh Governorate		202101	MW513686	Homo sapiens	B.1.1.50	Older	Asia		Dumaidi et al				
Switzerland/SO-ETHZ-370149/2020	2020-11-16	1.00	20B	Switzerland		Solothurn		202047	OE998998	Homo sapiens	B.1.1.428	Older	Europe		? BV				
PAK/JRCGR_SCV-73/2020	2020-11-07	1.00	20B	Pakistan		Karachi		202045	MW960294	Homo sapiens	B.1.1	Older	Asia		Irfan et al E				
Estonia/Cov8670/2021	2021-02-11	1.00	20B	Estonia		Estonia		202106	OU278690	Homo sapiens	B.1.1.89	Older	Europe		Avi et al D				
TUR/Kafkas-SARSCoV2-0039/2020	2020-07-15	1.00	20B	Turkey		Turkey		202029	MT787744	Homo sapiens	B.1.1.181	Older	Europe		Karamese et al				
Japan/Donner448/2020	2020-06-03	1.00	20B	Japan		Hokkaido		202023	BS001108	Homo sapiens	B.1.1	Older	Asia		Kosaki et al H				
OU516586	2020-09-14	3.00	20B	Germany		Bavaria		202038	OU516586	Homo sapiens	B.1.1.306	One month ago	Europe		? C				
DJI/NAMRU3_80/2021	2021-01-18	2.00	20B	Djibouti		Camp Lemonnier		202103	MZ394579	Homo sapiens	B.1.1.306	Older	Africa		Arnold et al F				
DJI/NAMRU3_19/2021	2021-01-18	2.00	20B	Djibouti		Camp Lemonnier		202103	MZ394577	Homo sapiens	B.1.1.306	Older	Africa		Arnold et al G				
BHR/210155409/2020	2020-09-01	1.00	20B	Bahrain		Bahrain		202036	MW655536	Homo sapiens	B.1.1.306	Older	Asia		Alwasti et al FK				
HongKong/HKPU-00131/2021	2021-02-09	5.00	20B	Hong Kong		Hong Kong		202106	MZ266480	Homo sapiens	B.1.1.306	Older	Asia		Siu et al I				
BHR/341050336/2020	2020-11-18	1.00	20B	Bahrain		Bahrain		202047	MW342096	Homo sapiens	AE.6	Older	Asia		Alwasti et al FL				
BHR/920455400/2020	2020-10-11	1.00	20B	Bahrain		Bahrain		202042	MW341470	Homo sapiens	B.1.1.306	Older	Asia		Alwasti et al FM				
BRA/HIAE-SP03/2020	2020-03-13	1.00	20B	Brazil		Brazil		202011	MT738101	Homo sapiens	B.1.1.33	Older	South America		Amgarteb et al				
AUS/NT11/2020	2020-03-27	1.00	20B	Australia		Northern Territory		202013	MT641656	Homo sapiens	B.1.1.33	Older	Oceania		Caly et al AL		Royal Darwin Hospital Pathology	The Peter Doherty Institute for Infection and Immunity	
BRA/Rio-NS1/2020	2020-06-09	1.00	20B	Brazil		Rio de Janeiro		202024	MT939524	Homo sapiens	B.1.1.33	Older	South America		Bonaldo et al A				
CHL/Santiago-PUC_MVL_0022/2020	2020-03-18	1.00	20B	Chile		Chile		202012	MW365200	Homo sapiens	B.1.1.33	Older	South America		Direct Submission et al R				
BRA/MT21770/2020	2020-08-23	2.00	20B	Brazil		Mato Grosso		202035	MW962308	Homo sapiens	B.1.1.33	Older	South America		Ferreira et al A				
URY/M285/2020	2020-07-14	1.00	20B	Uruguay		Uruguay		202029	MW298639	Homo sapiens	N.7	Older	South America		Panzera et al B				
URY/839/2020	2020-09-16	1.00	20B	Uruguay		Uruguay		202038	MZ555813	Homo sapiens	N.7	Older	South America		Panzera et al C				
URY/879/2020	2020-09-18	1.00	20B	Uruguay		Uruguay		202038	MZ555814	Homo sapiens	N.7	Older	South America		Panzera et al D				
URY/899/2020	2020-09-22	1.00	20B	Uruguay		Uruguay		202039	MZ555811	Homo sapiens	N.7	Older	South America		Panzera et al E				
URY/917/2020	2020-09-22	1.00	20B	Uruguay		Uruguay		202039	MZ555812	Homo sapiens	N.7	Older	South America		Panzera et al F				
URY/M287/2020	2020-07-14	1.00	20B	Uruguay		Uruguay		202029	MW298641	Homo sapiens	N.7	Older	South America		Panzera et al G				
URY/M288/2020	2020-07-14	1.00	20B	Uruguay		Uruguay		202029	MW298642	Homo sapiens	N.7	Older	South America		Panzera et al H				
URY/M284/2020	2020-07-14	1.00	20B	Uruguay		Uruguay		202029	MW298637	Homo sapiens	N.7	Older	South America		Panzera et al I				
URY/M297/2020	2020-07-14	1.00	20B	Uruguay		Uruguay		202029	MW298638	Homo sapiens	N.7	Older	South America		Panzera et al J				
URY/M296/2020	2020-07-14	1.00	20B	Uruguay		Uruguay		202029	MW298643	Homo sapiens	N.7	Older	South America		Panzera et al K				
URY/M292/2020	2020-07-14	1.00	20B	Uruguay		Uruguay		202029	MW298640	Homo sapiens	N.7	Older	South America		Panzera et al L				
BRA/6439cm/2020	2020-04-30	1.00	20B	Brazil		Brazil		202018	MT846410	Homo sapiens	B.1.1.33	Older	South America		Herlinger et al				
BRA/Rio-NS2/2020	2020-06-25	1.00	20B	Brazil		Rio de Janeiro		202026	MT939859	Homo sapiens	B.1.1.33	Older	South America		Bonaldo et al B				
Homosapines/BRA/hCoV_19_Brazil_RJ_FIOCRUZ_LABMOF_69/2020	2020-12-09	3.00	20B	Brazil		Brazil		202050	MZ191508	Homo sapiens	N.9	Older	South America		Tort et al				
BRA/Rio-P1/2020	2020-05-07	1.00	20B	Brazil		Rio de Janeiro		202019	MT939654	Homo sapiens	B.1.1.33	Older	South America		Bonaldo et al C				
CHL/Santiago-PUC_MVL_0387/2020	2020-05-12	1.00	20B	Chile		Chile		202020	MW365047	Homo sapiens	B.1.1.33	Older	South America		Direct Submission et al S				
CHL/Santiago-p14d7/2020	2020-04-27	1.00	20B	Chile		Chile		202018	MW365278	Homo sapiens	N.4	Older	South America		Direct Submission et al T				
CHL/Santiago-PUC_MVL_0484/2020	2020-05-14	1.00	20B	Chile		Chile		202020	MW365013	Homo sapiens	N.4	Older	South America		Direct Submission et al U				
